POS,Name,First.Name,Last.Name,ORG,HT,WT,B,T,VAL,CTM,CFR,CYear,CEra,CType,ST,CID,Tier,Title,L10,VAR,VLvl,CON,BABIP,GAP,POW,EYE,K.s,BA.vL,CON.vL,GAP.vL,POW.vL,EYE.vL,K.vL,BA.vR,CON.vR,GAP.vR,POW.vR,EYE.vR,K.vR,BUN,BFH,BBT,GBT,FBT,STU,MOV,CON.1,PBABIP,HRR,STU.vL,MOV.vL,CON.vL.1,PBABIP.vL,HRR.vL,STU.vR,MOV.vR,CON.vR.1,PBABIP.vR,HRR.vR,FB,CH,CB,SL,SI,SP,CT,FO,CC,SC,KC,KN,PIT,G.F,VELO,Slot,PT,STM,HLD,C.ABI,C.FRM,C.ARM,IF.RNG,IF.ERR,IF.ARM,TDP,OF.RNG,OF.ERR,OF.ARM,P,C,X1B,X2B,X3B,SS,LF,CF,RF,P.Pot,C.Pot,X1B.Pot,X2B.Pot,X3B.Pot,SS.Pot,LF.Pot,CF.Pot,RF.Pot,SPE,SR,STE,RUN,G,GS,PA,AB,H,X1B.1,X2B.1,X3B.1,HR,RBI,R,BB,IBB,HP,SH,SF,CI,SO,GIDP,RC,OPS,WPA,wRC,wRAA,WAR,PI.PA,SB,CS,BatR,wSB,UBR,BsR,G.1,GS.1,W,L,HLD.1,SD,MD,IP,BF,AB.1,X1B.2,X2B.2,X3B.2,HR.1,R.1,ER,BB.1,IBB.1,K,HP.1,SH.1,SF.1,WP,BK,CI.1,DP,GF,IR,IRS,pLi,PI,GB,FB.1,SB.1,CS.1,WPA.1,WAR.1,rWAR,SIERA,POS.1,G.2,GS.2,TC,A,PO,E,DP.1,TP,RNG,ZR,EFF,SBA,RTO,IP.1,PB,CER,BIZ.R,BIZ.Rm,BIZ.L,BIZ.Lm,BIZ.E,BIZ.Em,BIZ.U,BIZ.Um,BIZ.Z,BIZ.Zm,FRM,ARM,exptime
1B,Hank Greenberg,Hank,Greenberg,Santa Monica Airhogs,6' 0',210 lbs,R,R,59,Pittsburgh Pirates,PIT,1947,1946-1960,UnH,NA,73631,Iron,Iron Infusion 3 - Unsung Heroes  1B Hank Greenberg  PIT  1947,0,N,-1,55,60,58,128,132,52,53,46,50,123,144,40,64,58,62,130,128,55,18,1,Normal,Pull,Normal,1,3,1,1,4,1,3,1,1,4,1,3,1,1,4,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NEU,89-91,OTT,Normal,1,14,NA,NA,NA,35,29,31,31,6,1,8,NA,NA,51,NA,NA,NA,NA,NA,NA,75,NA,51,NA,NA,NA,NA,NA,NA,42,24,3,54,6,6,25,16,1,1,0,0,0,1,1,7,0,1,0,1,0,5,1,1.2,0.422,-0.21,1,-1,-0.1,4.96,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,6,49,1,47,1,0,0,8.47,-0.1,0.948,0,0,51,0,0,13,12,1,1,1,1,0,0,0,0,0,0,2025-12-30 23:36:16.388807
1B,Hank Greenberg,Hank,Greenberg,Steady Swing Centurions,6' 0',210 lbs,R,R,59,Pittsburgh Pirates,PIT,1947,1946-1960,UnH,NA,73631,Iron,Iron Infusion 3 - Unsung Heroes  1B Hank Greenberg  PIT  1947,0,N,-1,55,60,58,128,132,52,53,46,50,123,144,40,64,58,62,130,128,55,18,1,Normal,Pull,Normal,1,3,1,1,4,1,3,1,1,4,1,3,1,1,4,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NEU,89-91,OTT,Normal,1,14,NA,NA,NA,35,29,31,31,6,1,8,NA,NA,51,NA,NA,NA,NA,NA,NA,75,NA,51,NA,NA,NA,NA,NA,NA,42,24,3,54,16,16,70,64,10,4,3,0,3,5,7,5,0,1,0,0,0,23,0,5.4,0.572,-0.3,4,-2.8,-0.2,4.24,0,0,-2.8,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-12-30 23:36:16.388807
1B,Hank Greenberg,Hank,Greenberg,Moonsault Collective Moonsaults,6' 0',210 lbs,R,R,59,Pittsburgh Pirates,PIT,1947,1946-1960,UnH,NA,73631,Iron,Iron Infusion 3 - Unsung Heroes  1B Hank Greenberg  PIT  1947,0,N,-1,55,60,58,128,132,52,53,46,50,123,144,40,64,58,62,130,128,55,18,1,Normal,Pull,Normal,1,3,1,1,4,1,3,1,1,4,1,3,1,1,4,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NEU,89-91,OTT,Normal,1,14,NA,NA,NA,35,29,31,31,6,1,8,NA,NA,51,NA,NA,NA,NA,NA,NA,75,NA,51,NA,NA,NA,NA,NA,NA,42,24,3,54,11,11,45,39,12,9,0,0,3,6,4,5,0,1,0,0,0,11,0,9,0.938,0.62,8,3.6,0.4,4.8,0,0,3.6,0,-0.2,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-12-30 23:36:16.388807
1B,Hank Greenberg,Hank,Greenberg,Kemptville Chickens,6' 0',210 lbs,R,R,59,Pittsburgh Pirates,PIT,1947,1946-1960,UnH,NA,73631,Iron,Iron Infusion 3 - Unsung Heroes  1B Hank Greenberg  PIT  1947,0,N,-1,55,60,58,128,132,52,53,46,50,123,144,40,64,58,62,130,128,55,18,1,Normal,Pull,Normal,1,3,1,1,4,1,3,1,1,4,1,3,1,1,4,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NEU,89-91,OTT,Normal,1,14,NA,NA,NA,35,29,31,31,6,1,8,NA,NA,51,NA,NA,NA,NA,NA,NA,75,NA,51,NA,NA,NA,NA,NA,NA,42,24,3,54,4,4,19,11,3,1,1,0,1,2,2,8,0,0,0,0,0,2,0,5.3,1.215,0.24,5,3.1,0.4,4.47,0,0,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-12-30 23:36:16.388807
1B,Hank Greenberg,Hank,Greenberg,Reno Rhinos,6' 0',210 lbs,R,R,59,Pittsburgh Pirates,PIT,1947,1946-1960,UnH,NA,73631,Iron,Iron Infusion 3 - Unsung Heroes  1B Hank Greenberg  PIT  1947,0,N,-1,55,60,58,128,132,52,53,46,50,123,144,40,64,58,62,130,128,55,18,1,Normal,Pull,Normal,1,3,1,1,4,1,3,1,1,4,1,3,1,1,4,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NEU,89-91,OTT,Normal,1,14,NA,NA,NA,35,29,31,31,6,1,8,NA,NA,51,NA,NA,NA,NA,NA,NA,75,NA,51,NA,NA,NA,NA,NA,NA,42,24,3,54,1,1,5,3,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0.2,0.4,0.02,0,-0.1,0,3.8,0,0,-0.1,0,0.4,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-12-30 23:36:16.388807
1B,Hank Greenberg,Hank,Greenberg,Madison Mashers TBD,6' 0',210 lbs,R,R,59,Pittsburgh Pirates,PIT,1947,1946-1960,UnH,NA,73631,Iron,Iron Infusion 3 - Unsung Heroes  1B Hank Greenberg  PIT  1947,0,Y,5,60,66,64,139,144,57,58,51,55,134,157,44,70,64,68,141,139,60,18,1,Normal,Pull,Normal,1,3,1,1,5,1,3,1,1,5,1,3,1,1,5,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NEU,89-91,OTT,Normal,1,14,NA,NA,NA,35,29,31,31,6,1,8,NA,NA,56,NA,NA,NA,NA,NA,NA,82,NA,56,NA,NA,NA,NA,NA,NA,42,24,3,54,13,13,60,51,9,5,1,0,3,6,9,9,0,0,0,0,0,19,2,5.7,0.673,-0.13,6,-0.1,-0,5.05,0,0,-0.1,0,-0.8,-0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-12-30 23:36:16.388807
1B,Hank Greenberg,Hank,Greenberg,Carlton Blues (PCK),6' 0',210 lbs,R,R,59,Pittsburgh Pirates,PIT,1947,1946-1960,UnH,NA,73631,Iron,Iron Infusion 3 - Unsung Heroes  1B Hank Greenberg  PIT  1947,0,N,-1,55,60,58,128,132,52,53,46,50,123,144,40,64,58,62,130,128,55,18,1,Normal,Pull,Normal,1,3,1,1,4,1,3,1,1,4,1,3,1,1,4,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NEU,89-91,OTT,Normal,1,14,NA,NA,NA,35,29,31,31,6,1,8,NA,NA,51,NA,NA,NA,NA,NA,NA,75,NA,51,NA,NA,NA,NA,NA,NA,42,24,3,54,5,5,23,22,5,3,2,0,0,1,2,1,0,0,0,0,0,8,2,1.3,0.579,-0.11,1,-0.9,-0.1,4.22,0,0,-0.9,0,-0.2,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-12-30 23:36:16.388807
1B,Hank Greenberg,Hank,Greenberg,Bethlehem Braves,6' 0',210 lbs,R,R,59,Pittsburgh Pirates,PIT,1947,1946-1960,UnH,NA,73631,Iron,Iron Infusion 3 - Unsung Heroes  1B Hank Greenberg  PIT  1947,0,N,-1,55,60,58,128,132,52,53,46,50,123,144,40,64,58,62,130,128,55,18,1,Normal,Pull,Normal,1,3,1,1,4,1,3,1,1,4,1,3,1,1,4,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NEU,89-91,OTT,Normal,1,14,NA,NA,NA,35,29,31,31,6,1,8,NA,NA,51,NA,NA,NA,NA,NA,NA,75,NA,51,NA,NA,NA,NA,NA,NA,42,24,3,54,6,6,24,22,4,2,0,0,2,3,3,2,0,0,0,0,0,9,1,2.2,0.705,-0.09,2,0,0,4.71,0,0,0,0,-0.1,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-12-30 23:36:16.388807
1B,Hank Greenberg,Hank,Greenberg,Chicago Skull Hearts,6' 0',210 lbs,R,R,59,Pittsburgh Pirates,PIT,1947,1946-1960,UnH,NA,73631,Iron,Iron Infusion 3 - Unsung Heroes  1B Hank Greenberg  PIT  1947,0,N,-1,55,60,58,128,132,52,53,46,50,123,144,40,64,58,62,130,128,55,18,1,Normal,Pull,Normal,1,3,1,1,4,1,3,1,1,4,1,3,1,1,4,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NEU,89-91,OTT,Normal,1,14,NA,NA,NA,35,29,31,31,6,1,8,NA,NA,51,NA,NA,NA,NA,NA,NA,75,NA,51,NA,NA,NA,NA,NA,NA,42,24,3,54,7,5,23,20,3,2,0,0,1,2,3,2,0,1,0,0,0,9,2,1.2,0.561,-0.24,1,-0.8,-0,4.7,0,0,-0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,20,2,18,0,0,0,6.67,0,1.034,0,0,27,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2025-12-30 23:36:16.388807
2B,David Hamilton,David,Hamilton,Marble Mallards,5' 10',185 lbs,L,R,59,Boston Red Sox,BOS,2025,2025,2025Live,NA,71832,Iron,MLB 2025 Live  2B David Hamilton  BOS,0,N,-1,65,63,72,59,71,70,62,63,69,58,68,67,64,67,74,60,73,72,66,56,Normal,Spray,Spray,1,28,1,82,1,1,26,1,77,1,1,29,1,87,1,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,EX FB,90-92,3/4,Normal,1,NA,1,1,1,81,81,53,67,64,59,52,129,NA,75,87,69,67,73,40,60,129,NA,75,87,69,67,73,40,60,89,107,106,88,5,5,21,20,4,3,0,0,1,3,1,1,0,0,0,0,0,4,0,1.9,0.588,0.04,1,-0.8,-0,4,1,0,-0.8,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,5,3,2,0,1,0,2.65,-0.2,1.006,0,0,17,0,0,2,2,1,1,1,0,2,0,0,0,0,0,2025-12-30 23:36:16.388807
2B,David Hamilton,David,Hamilton,Santa Monica Airhogs,5' 10',185 lbs,L,R,59,Boston Red Sox,BOS,2025,2025,2025Live,NA,71832,Iron,MLB 2025 Live  2B David Hamilton  BOS,0,N,-1,65,63,72,59,71,70,62,63,69,58,68,67,64,67,74,60,73,72,66,56,Normal,Spray,Spray,1,28,1,82,1,1,26,1,77,1,1,29,1,87,1,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,EX FB,90-92,3/4,Normal,1,NA,1,1,1,81,81,53,67,64,59,52,129,NA,75,87,69,67,73,40,60,129,NA,75,87,69,67,73,40,60,89,107,106,88,2,1,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.1,0.333,-0.02,0,-0.2,0,4.67,0,0,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,4,2,2,0,0,0,4,0.2,1.044,0,0,9,0,0,3,3,0,0,0,0,1,1,1,0,0,0,2025-12-30 23:36:16.388807
RF,Mitch Haniger,Mitch,Haniger,Melbourne Stars,6' 2',215 lbs,R,R,59,Seattle Mariners,SEA,2025,2025,2025Live,NA,72169,Iron,MLB 2025 Live  RF Mitch Haniger  SEA,0,N,-1,65,73,65,79,77,59,75,67,67,84,79,62,73,65,65,78,77,59,52,46,Normal,Ex. Pull,Pull,1,29,1,85,1,1,29,1,85,1,1,29,1,85,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,EX FB,NA,3/4,Normal,NA,NA,10,10,6,8,9,11,6,60,55,60,16,NA,15,NA,NA,NA,70,35,60,16,NA,15,NA,NA,NA,70,35,60,35,6,11,33,6,6,24,22,6,3,2,0,1,2,4,2,0,0,0,0,0,3,1,3.4,0.833,0.14,3,1,0.1,3.21,0,0,1,0,0.4,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,1,3,0,3,0,0,0,3,-0.7,0.761,0,0,9,0,0,4,3,0,0,0,0,0,0,1,0,0,0,2025-12-30 23:36:16.388807
RF,Mitch Haniger,Mitch,Haniger,RIVER HOGS,6' 2',215 lbs,R,R,59,Seattle Mariners,SEA,2025,2025,2025Live,NA,72169,Iron,MLB 2025 Live  RF Mitch Haniger  SEA,0,N,-1,65,73,65,79,77,59,75,67,67,84,79,62,73,65,65,78,77,59,52,46,Normal,Ex. Pull,Pull,1,29,1,85,1,1,29,1,85,1,1,29,1,85,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,EX FB,NA,3/4,Normal,NA,NA,10,10,6,8,9,11,6,60,55,60,16,NA,15,NA,NA,NA,70,35,60,16,NA,15,NA,NA,NA,70,35,60,35,6,11,33,7,7,27,25,6,4,1,0,1,4,4,1,0,0,0,1,0,7,1,2.4,0.659,-0.04,2,-0.5,-0.1,3.48,0,0,-0.5,0,-0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,7,12,0,12,0,0,0,1.8,-0.8,0.936,0,0,60,0,0,11,10,1,1,3,1,0,0,2,0,0,-0.4,2025-12-30 23:36:16.388807
RF,Mitch Haniger,Mitch,Haniger,Santa Monica Airhogs,6' 2',215 lbs,R,R,59,Seattle Mariners,SEA,2025,2025,2025Live,NA,72169,Iron,MLB 2025 Live  RF Mitch Haniger  SEA,0,N,-1,65,73,65,79,77,59,75,67,67,84,79,62,73,65,65,78,77,59,52,46,Normal,Ex. Pull,Pull,1,29,1,85,1,1,29,1,85,1,1,29,1,85,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,EX FB,NA,3/4,Normal,NA,NA,10,10,6,8,9,11,6,60,55,60,16,NA,15,NA,NA,NA,70,35,60,16,NA,15,NA,NA,NA,70,35,60,35,6,11,33,5,5,19,15,1,1,0,0,0,0,1,3,0,1,0,0,0,6,0,0.5,0.33,-0.1,0,-1.7,-0.1,3.89,0,0,-1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,5,15,0,14,1,0,0,2.86,0.2,1.014,0,0,44,0,0,12,12,2,2,0,0,1,0,0,0,0,0,2025-12-30 23:36:16.388807
SP,Clayton Kershaw,Clayton,Kershaw,DS Niners,6' 4',225 lbs,L,L,59,Los Angeles Dodgers,LAD,2008,2005-2014,RS,NA,75651,Iron,Happy Retirement - Rookie Sensation  SP Clayton Kershaw  LAD  2008,0,N,-1,12,10,31,4,26,14,6,11,22,2,20,14,12,14,34,5,28,15,65,28,Normal,Pull,Pull,92,92,55,76,100,125,84,88,76,88,81,95,44,76,105,96,NA,139,86,NA,72,NA,NA,NA,NA,NA,NA,4,NEU,94-96,OTT,Normal,57,104,NA,NA,NA,35,28,29,23,9,6,1,74,NA,NA,NA,NA,NA,NA,NA,NA,74,NA,NA,NA,NA,NA,NA,NA,NA,5,3,6,6,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,0,0,0,-0,0,0,0,1,1,0,1,0,0,0,5.2,21,21,1,0,0,3,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0.88,70,10,4,0,0,-0.1,-0.2,0,4.3,1,1,1,1,1,0,0,0,0,1.59,0.1,1.033,0,0,5.2,0,0,0,0,1,1,0,0,0,0,0,0,0.1,0,2025-12-30 23:36:16.388807
SP,Clayton Kershaw,Clayton,Kershaw,San Francisco Sabermetricians,6' 4',225 lbs,L,L,59,Los Angeles Dodgers,LAD,2008,2005-2014,RS,NA,75651,Iron,Happy Retirement - Rookie Sensation  SP Clayton Kershaw  LAD  2008,0,N,-1,12,10,31,4,26,14,6,11,22,2,20,14,12,14,34,5,28,15,65,28,Normal,Pull,Pull,92,92,55,76,100,125,84,88,76,88,81,95,44,76,105,96,NA,139,86,NA,72,NA,NA,NA,NA,NA,NA,4,NEU,94-96,OTT,Normal,57,104,NA,NA,NA,35,28,29,23,9,6,1,74,NA,NA,NA,NA,NA,NA,NA,NA,74,NA,NA,NA,NA,NA,NA,NA,NA,5,3,6,6,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,0,0,0,-0,0,0,0,6,0,0,1,2,1,2,5,22,20,4,0,0,2,4,4,1,0,4,1,0,0,0,0,0,1,3,3,2,1.63,74,5,5,0,0,0,-0.3,-0.2,3.83,1,6,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,2025-12-30 23:36:16.388807
RP,Clayton Kershaw,Clayton,Kershaw,Swindon Squirrels,6' 4',225 lbs,L,L,59,Los Angeles Dodgers,LAD,2008,2005-2014,RS,NA,75651,Iron,Happy Retirement - Rookie Sensation  SP Clayton Kershaw  LAD  2008,0,Y,5,14,12,34,5,29,16,7,13,25,3,23,16,14,16,38,6,31,17,65,28,Normal,Pull,Pull,100,100,60,83,109,136,91,96,83,96,88,103,49,83,114,96,NA,139,86,NA,72,NA,NA,NA,NA,NA,NA,4,NEU,94-96,OTT,Normal,57,104,NA,NA,NA,35,28,29,23,9,6,1,80,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,5,3,6,6,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,0,0,0,-0,0,0,0,4,0,0,0,0,2,0,4,16,15,2,1,0,0,0,0,1,0,4,0,0,0,0,0,0,0,1,1,0,1.4,62,2,6,0,0,0.3,0.2,0.3,2.59,1,4,0,0,0,0,0,0,0,0,-0.1,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2025-12-30 23:36:16.388807
SP,Clayton Kershaw,Clayton,Kershaw,Green Bay Blizzard,6' 4',225 lbs,L,L,59,Los Angeles Dodgers,LAD,2008,2005-2014,RS,NA,75651,Iron,Happy Retirement - Rookie Sensation  SP Clayton Kershaw  LAD  2008,0,N,-1,12,10,31,4,26,14,6,11,22,2,20,14,12,14,34,5,28,15,65,28,Normal,Pull,Pull,92,92,55,76,100,125,84,88,76,88,81,95,44,76,105,96,NA,139,86,NA,72,NA,NA,NA,NA,NA,NA,4,NEU,94-96,OTT,Normal,57,104,NA,NA,NA,35,28,29,23,9,6,1,74,NA,NA,NA,NA,NA,NA,NA,NA,74,NA,NA,NA,NA,NA,NA,NA,NA,5,3,6,6,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,0,0,0,-0,0,0,0,1,1,0,1,0,0,0,5.2,22,20,4,0,0,0,1,1,2,0,7,0,0,0,0,0,0,1,0,0,0,1.1,83,3,6,0,0,0.1,0.3,0.3,2.31,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-12-30 23:36:16.388807
SP,Clayton Kershaw,Clayton,Kershaw,Detroit Sultans of Swing,6' 4',225 lbs,L,L,59,Los Angeles Dodgers,LAD,2008,2005-2014,RS,NA,75651,Iron,Happy Retirement - Rookie Sensation  SP Clayton Kershaw  LAD  2008,0,N,-1,12,10,31,4,26,14,6,11,22,2,20,14,12,14,34,5,28,15,65,28,Normal,Pull,Pull,92,92,55,76,100,125,84,88,76,88,81,95,44,76,105,96,NA,139,86,NA,72,NA,NA,NA,NA,NA,NA,4,NEU,94-96,OTT,Normal,57,104,NA,NA,NA,35,28,29,23,9,6,1,74,NA,NA,NA,NA,NA,NA,NA,NA,74,NA,NA,NA,NA,NA,NA,NA,NA,5,3,6,6,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,0,0,0,-0,0,0,0,3,3,1,2,0,0,0,14.2,58,53,8,2,0,1,5,5,5,0,13,0,0,0,1,1,0,1,0,0,0,0.95,237,17,12,0,0,0.3,0.4,0.4,3.75,1,3,3,3,2,1,0,0,0,1.84,0.7,3.1,0,0,14.2,0,0,2,2,0,0,1,1,0,0,0,0,-0.1,0,2025-12-30 23:36:16.388807
SP,Clayton Kershaw,Clayton,Kershaw,Castroville Mashers - DCFC,6' 4',225 lbs,L,L,59,Los Angeles Dodgers,LAD,2008,2005-2014,RS,NA,75651,Iron,Happy Retirement - Rookie Sensation  SP Clayton Kershaw  LAD  2008,2 400,Y,5,14,12,34,5,29,16,7,13,25,3,23,16,14,16,38,6,31,17,65,28,Normal,Pull,Pull,100,100,60,83,109,136,91,96,83,96,88,103,49,83,114,96,NA,139,86,NA,72,NA,NA,NA,NA,NA,NA,4,NEU,94-96,OTT,Normal,57,104,NA,NA,NA,35,28,29,23,9,6,1,80,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,5,3,6,6,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,0,0,0,-0,0,0,0,2,0,0,1,0,1,1,2.1,14,9,2,0,0,0,3,3,5,0,5,0,0,0,0,0,0,0,1,3,2,1.83,58,1,1,0,0,-0.4,-0,-0.3,5.14,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2025-12-30 23:36:16.388807
RP,Clayton Kershaw,Clayton,Kershaw,Name123 Name123,6' 4',225 lbs,L,L,59,Los Angeles Dodgers,LAD,2008,2005-2014,RS,NA,75651,Iron,Happy Retirement - Rookie Sensation  SP Clayton Kershaw  LAD  2008,0,Y,5,14,12,34,5,29,16,7,13,25,3,23,16,14,16,38,6,31,17,65,28,Normal,Pull,Pull,100,100,60,83,109,136,91,96,83,96,88,103,49,83,114,96,NA,139,86,NA,72,NA,NA,NA,NA,NA,NA,4,NEU,94-96,OTT,Normal,57,104,NA,NA,NA,35,28,29,23,9,6,1,80,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,5,3,6,6,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,0,0,0,-0,0,0,0,7,0,1,0,0,2,2,9.2,42,40,8,1,0,2,4,4,2,0,13,0,0,0,0,0,0,0,5,5,3,1.64,176,6,10,1,0,0.1,0.2,0.1,2.01,1,7,0,1,1,0,0,0,0,0.93,-0.3,1.033,1,0,9.2,0,0,2,1,0,0,0,0,0,0,0,0,-0.1,0,2025-12-30 23:36:16.388807
SP,Clayton Kershaw,Clayton,Kershaw,Moria Balrogs,6' 4',225 lbs,L,L,59,Los Angeles Dodgers,LAD,2008,2005-2014,RS,NA,75651,Iron,Happy Retirement - Rookie Sensation  SP Clayton Kershaw  LAD  2008,0,Y,5,14,12,34,5,29,16,7,13,25,3,23,16,14,16,38,6,31,17,65,28,Normal,Pull,Pull,100,100,60,83,109,136,91,96,83,96,88,103,49,83,114,96,NA,139,86,NA,72,NA,NA,NA,NA,NA,NA,4,NEU,94-96,OTT,Normal,57,104,NA,NA,NA,35,28,29,23,9,6,1,80,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,5,3,6,6,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,0,0,0,-0,0,0,0,5,5,3,1,0,0,0,25,114,100,19,5,1,4,14,13,10,0,20,1,2,1,1,0,0,2,0,0,0,1.02,445,33,19,0,0,-0.5,0.2,0.1,4.44,1,5,5,3,2,1,0,0,0,1.08,-0.1,1.033,0,0,25,0,0,4,3,0,0,0,0,0,0,0,0,-0.3,0,2025-12-30 23:36:16.388807
