POS,Name,First.Name,Last.Name,ORG,HT,WT,B,T,VAL,CTM,CFR,CYear,CEra,CType,ST,CID,Tier,Title,L10,VAR,VLvl,CON,BABIP,GAP,POW,EYE,K.s,BA.vL,CON.vL,GAP.vL,POW.vL,EYE.vL,K.vL,BA.vR,CON.vR,GAP.vR,POW.vR,EYE.vR,K.vR,BUN,BFH,BBT,GBT,FBT,STU,MOV,CON.1,PBABIP,HRR,STU.vL,MOV.vL,CON.vL.1,PBABIP.vL,HRR.vL,STU.vR,MOV.vR,CON.vR.1,PBABIP.vR,HRR.vR,FB,CH,CB,SL,SI,SP,CT,FO,CC,SC,KC,KN,PIT,G.F,VELO,Slot,PT,STM,HLD,C.ABI,C.FRM,C.ARM,IF.RNG,IF.ERR,IF.ARM,TDP,OF.RNG,OF.ERR,OF.ARM,P,C,X1B,X2B,X3B,SS,LF,CF,RF,P.Pot,C.Pot,X1B.Pot,X2B.Pot,X3B.Pot,SS.Pot,LF.Pot,CF.Pot,RF.Pot,SPE,SR,STE,RUN,G,GS,PA,AB,H,X1B.1,X2B.1,X3B.1,HR,RBI,R,BB,IBB,HP,SH,SF,CI,SO,GIDP,RC,OPS,WPA,wRC,wRAA,WAR,PI.PA,SB,CS,BatR,wSB,UBR,BsR,G.1,GS.1,W,L,HLD.1,SD,MD,IP,BF,AB.1,X1B.2,X2B.2,X3B.2,HR.1,R.1,ER,BB.1,IBB.1,K,HP.1,SH.1,SF.1,WP,BK,CI.1,DP,GF,IR,IRS,pLi,PI,GB,FB.1,SB.1,CS.1,WPA.1,WAR.1,rWAR,SIERA,POS.1,G.2,GS.2,TC,A,PO,E,DP.1,TP,RNG,ZR,EFF,SBA,RTO,IP.1,PB,CER,BIZ.R,BIZ.Rm,BIZ.L,BIZ.Lm,BIZ.E,BIZ.Em,BIZ.U,BIZ.Um,BIZ.Z,BIZ.Zm,FRM,ARM,exptime
RF,Matt Stairs,Matt,Stairs,Huntington Beach Book Banners - HotL,5' 9',200 lbs,L,R,49,Milwaukee Brewers,MIL,2002,1993-2004,UnH,NA,75180,Iron,PTWC 65th-128th - Unsung Heroes  RF Matt Stairs  MIL  2002,0,N,-1,70,58,56,93,78,82,26,57,10,8,55,88,68,74,69,136,89,80,18,5,Normal,Normal,Normal,1,3,1,1,4,1,3,1,1,4,1,3,1,1,4,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NEU,91-93,3/4,Normal,1,13,NA,NA,NA,52,52,56,57,60,68,63,NA,NA,60,NA,NA,NA,73,NA,63,101,NA,60,NA,NA,NA,73,NA,63,24,13,11,23,2,2,10,9,2,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0.633,-0.03,1,-0.3,-0,3.8,0,0,-0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-01-01 17:09:44.825884
RF,Matt Stairs,Matt,Stairs,Winnipeg Blue Bombers,5' 9',200 lbs,L,R,49,Milwaukee Brewers,MIL,2002,1993-2004,UnH,NA,75180,Iron,PTWC 65th-128th - Unsung Heroes  RF Matt Stairs  MIL  2002,0,N,-1,70,58,56,93,78,82,26,57,10,8,55,88,68,74,69,136,89,80,18,5,Normal,Normal,Normal,1,3,1,1,4,1,3,1,1,4,1,3,1,1,4,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NEU,91-93,3/4,Normal,1,13,NA,NA,NA,52,52,56,57,60,68,63,NA,NA,60,NA,NA,NA,73,NA,63,101,NA,60,NA,NA,NA,73,NA,63,24,13,11,23,4,3,12,11,5,4,1,0,0,2,5,1,0,0,0,0,0,1,1,2.6,1.045,0.12,2,1.5,0.2,4.08,0,0,1.5,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-01-01 17:09:44.825884
1B,Matt Stairs,Matt,Stairs,Haight-Ashbury Grateful Deadballs,5' 9',200 lbs,L,R,49,Milwaukee Brewers,MIL,2002,1993-2004,UnH,NA,75180,Iron,PTWC 65th-128th - Unsung Heroes  RF Matt Stairs  MIL  2002,0,N,-1,70,58,56,93,78,82,26,57,10,8,55,88,68,74,69,136,89,80,18,5,Normal,Normal,Normal,1,3,1,1,4,1,3,1,1,4,1,3,1,1,4,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NEU,91-93,3/4,Normal,1,13,NA,NA,NA,52,52,56,57,60,68,63,NA,NA,60,NA,NA,NA,73,NA,63,101,NA,60,NA,NA,NA,73,NA,63,24,13,11,23,3,2,8,8,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0.25,-0.14,0,-1.4,-0.1,3.88,0,0,-1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,14,0,14,0,0,0,7.41,0.1,1.059,0,0,17,0,0,3,3,0,0,0,0,0,0,0,0,0,0,2026-01-01 17:09:44.825884
RF,Matt Stairs,Matt,Stairs,Vegas Sevens - HotL,5' 9',200 lbs,L,R,49,Milwaukee Brewers,MIL,2002,1993-2004,UnH,NA,75180,Iron,PTWC 65th-128th - Unsung Heroes  RF Matt Stairs  MIL  2002,0,N,-1,70,58,56,93,78,82,26,57,10,8,55,88,68,74,69,136,89,80,18,5,Normal,Normal,Normal,1,3,1,1,4,1,3,1,1,4,1,3,1,1,4,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NEU,91-93,3/4,Normal,1,13,NA,NA,NA,52,52,56,57,60,68,63,NA,NA,60,NA,NA,NA,73,NA,63,101,NA,60,NA,NA,NA,73,NA,63,24,13,11,23,8,6,27,21,7,3,1,0,3,9,4,6,0,0,0,0,0,4,0,8.9,1.291,0.75,8,4.7,0.5,4.3,0,0,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,6,58,2,55,1,14,0,10.06,-0.2,0.847,0,0,51,0,0,6,5,0,0,2,2,1,0,0,0,0,0,2026-01-01 17:09:44.825884
1B,Matt Stairs,Matt,Stairs,Madison Mashers TBD,5' 9',200 lbs,L,R,49,Milwaukee Brewers,MIL,2002,1993-2004,UnH,NA,75180,Iron,PTWC 65th-128th - Unsung Heroes  RF Matt Stairs  MIL  2002,0,N,-1,70,58,56,93,78,82,26,57,10,8,55,88,68,74,69,136,89,80,18,5,Normal,Normal,Normal,1,3,1,1,4,1,3,1,1,4,1,3,1,1,4,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NEU,91-93,3/4,Normal,1,13,NA,NA,NA,52,52,56,57,60,68,63,NA,NA,60,NA,NA,NA,73,NA,63,101,NA,60,NA,NA,NA,73,NA,63,24,13,11,23,13,8,40,36,10,7,1,0,2,6,7,4,0,0,0,0,0,5,2,5.4,0.822,0.2,6,1.4,0.2,3.65,0,0,1.4,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,8,74,3,69,2,5,0,9,-0.4,0.865,0,0,72,0,0,13,12,1,1,2,2,2,0,3,0,0,0,2026-01-01 17:09:44.825884
RF,Matt Stairs,Matt,Stairs,Global Superstars TTC,5' 9',200 lbs,L,R,49,Milwaukee Brewers,MIL,2002,1993-2004,UnH,NA,75180,Iron,PTWC 65th-128th - Unsung Heroes  RF Matt Stairs  MIL  2002,0,N,-1,70,58,56,93,78,82,26,57,10,8,55,88,68,74,69,136,89,80,18,5,Normal,Normal,Normal,1,3,1,1,4,1,3,1,1,4,1,3,1,1,4,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NEU,91-93,3/4,Normal,1,13,NA,NA,NA,52,52,56,57,60,68,63,NA,NA,60,NA,NA,NA,73,NA,63,101,NA,60,NA,NA,NA,73,NA,63,24,13,11,23,4,3,12,12,2,2,0,0,0,2,1,0,0,0,0,0,0,1,0,0.3,0.333,-0.14,0,-1.7,-0.2,2.75,0,0,-1.7,0,-0.1,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0,0,0,0,0,0,0,-0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.1,2026-01-01 17:09:44.825884
3B,Jake Stephens,Jake,Stephens,Steve's Babysitting Club,5' 7',150 lbs,R,R,49,Homestead Grays,HoGr,1932,1921-1945,NeL,NA,73031,Iron,Negro League Star 1  SS Jake Stephens  HoGr  1932,0,N,-1,81,83,35,2,86,79,90,89,41,5,91,84,81,79,33,2,84,78,103,100,Normal,Spray,Pull,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NEU,90-92,3/4,Normal,1,8,NA,NA,NA,81,69,83,70,57,62,68,NA,NA,NA,86,81,73,NA,NA,61,128,NA,NA,86,81,73,NA,NA,61,78,65,86,65,12,12,54,42,8,8,0,0,0,1,4,6,0,0,6,0,0,6,0,3.1,0.482,-0.43,2,-4.7,-0.3,3.65,0,1,-4.7,-0.6,-0,-0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,12,34,23,10,1,0,0,2.8,0.7,1.038,0,0,106,0,0,21,20,9,8,2,2,0,0,2,0,0,0,2026-01-01 17:09:44.825884
SS,Jake Stephens,Jake,Stephens,Coralville Brew Crew,5' 7',150 lbs,R,R,49,Homestead Grays,HoGr,1932,1921-1945,NeL,NA,73031,Iron,Negro League Star 1  SS Jake Stephens  HoGr  1932,0,N,-1,81,83,35,2,86,79,90,89,41,5,91,84,81,79,33,2,84,78,103,100,Normal,Spray,Pull,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NEU,90-92,3/4,Normal,1,8,NA,NA,NA,81,69,83,70,57,62,68,NA,NA,NA,86,81,73,NA,NA,61,128,NA,NA,86,81,73,NA,NA,61,78,65,86,65,5,5,22,19,7,7,0,0,0,0,2,1,0,0,2,0,0,1,0,2.6,0.768,-0.2,2,0,0,3.36,0,1,0,-0.6,0.2,-0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,5,17,10,5,2,1,0,3,-0.4,0.884,0,0,45,0,0,9,7,2,1,4,3,3,2,1,0,0,0,2026-01-01 17:09:44.825884
2B,Jake Stephens,Jake,Stephens,Surfer Boy Pizza,5' 7',150 lbs,R,R,49,Homestead Grays,HoGr,1932,1921-1945,NeL,NA,73031,Iron,Negro League Star 1  SS Jake Stephens  HoGr  1932,0,N,-1,81,83,35,2,86,79,90,89,41,5,91,84,81,79,33,2,84,78,103,100,Normal,Spray,Pull,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NEU,90-92,3/4,Normal,1,8,NA,NA,NA,81,69,83,70,57,62,68,NA,NA,NA,86,81,73,NA,NA,61,128,NA,NA,86,81,73,NA,NA,61,78,65,86,65,8,8,39,34,9,7,1,0,1,5,2,4,0,0,1,0,0,5,0,4.9,0.724,-0.27,4,0,-0,3.77,0,0,0,0,-1.7,-1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,8,42,20,22,0,5,0,5.27,0.1,0.949,0,0,71.2,0,0,23,23,2,1,3,2,5,1,3,0,0,0,2026-01-01 17:09:44.825884
SS,Jake Stephens,Jake,Stephens,Oklahoma Twisters,5' 7',150 lbs,R,R,49,Homestead Grays,HoGr,1932,1921-1945,NeL,NA,73031,Iron,Negro League Star 1  SS Jake Stephens  HoGr  1932,0,Y,2,84,86,36,3,89,82,94,93,43,6,95,87,84,82,34,3,87,81,103,100,Normal,Spray,Pull,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NEU,90-92,3/4,Normal,1,8,NA,NA,NA,81,69,83,70,57,62,68,NA,NA,NA,90,84,76,NA,NA,64,133,NA,NA,90,84,76,NA,NA,64,78,65,86,65,7,7,27,23,4,3,0,0,1,1,3,4,1,0,0,0,0,2,0,2.3,0.601,0.04,2,-1.4,-0,4.07,0,0,-1.4,0,-0.1,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,7,39,27,10,2,1,0,5.2,0.1,0.996,0,0,64,0,0,25,24,4,2,3,1,6,1,4,2,0,0,2026-01-01 17:09:44.825884
SS,Jake Stephens,Jake,Stephens,Van Nuys Boogie Knights,5' 7',150 lbs,R,R,49,Homestead Grays,HoGr,1932,1921-1945,NeL,NA,73031,Iron,Negro League Star 1  SS Jake Stephens  HoGr  1932,0,N,-1,81,83,35,2,86,79,90,89,41,5,91,84,81,79,33,2,84,78,103,100,Normal,Spray,Pull,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NEU,90-92,3/4,Normal,1,8,NA,NA,NA,81,69,83,70,57,62,68,NA,NA,NA,86,81,73,NA,NA,61,128,NA,NA,86,81,73,NA,NA,61,78,65,86,65,3,3,11,9,2,2,0,0,0,0,2,2,0,0,0,0,0,1,0,0.9,0.586,-0.09,1,-0.2,0.1,3.91,0,0,-0.2,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,14,9,5,0,2,0,4.85,0.2,1.049,0,0,26,0,0,8,8,2,1,2,2,2,0,2,0,0,0,2026-01-01 17:09:44.825884
SS,Jake Stephens,Jake,Stephens,Cayuga River Kings,5' 7',150 lbs,R,R,49,Homestead Grays,HoGr,1932,1921-1945,NeL,NA,73031,Iron,Negro League Star 1  SS Jake Stephens  HoGr  1932,0,N,-1,81,83,35,2,86,79,90,89,41,5,91,84,81,79,33,2,84,78,103,100,Normal,Spray,Pull,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NEU,90-92,3/4,Normal,1,8,NA,NA,NA,81,69,83,70,57,62,68,NA,NA,NA,86,81,73,NA,NA,61,128,NA,NA,86,81,73,NA,NA,61,78,65,86,65,14,14,53,49,17,16,1,0,0,4,8,3,0,0,0,1,0,8,1,7.1,0.745,-0.09,7,0.8,0.2,3.55,1,0,0.8,0.2,0.5,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-01-01 17:09:44.825884
SS,Jake Stephens,Jake,Stephens,Southern Owls,5' 7',150 lbs,R,R,49,Homestead Grays,HoGr,1932,1921-1945,NeL,NA,73031,Iron,Negro League Star 1  SS Jake Stephens  HoGr  1932,0,N,-1,81,83,35,2,86,79,90,89,41,5,91,84,81,79,33,2,84,78,103,100,Normal,Spray,Pull,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NEU,90-92,3/4,Normal,1,8,NA,NA,NA,81,69,83,70,57,62,68,NA,NA,NA,86,81,73,NA,NA,61,128,NA,NA,86,81,73,NA,NA,61,78,65,86,65,5,4,17,15,3,3,0,0,0,1,2,1,0,0,1,0,0,1,0,0.9,0.45,-0.03,0,-1.7,-0.1,3.82,0,0,-1.7,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,4,12,9,3,0,0,0,3.18,0.1,0.965,0,0,34,0,0,9,9,1,1,1,0,1,0,2,1,0,0,2026-01-01 17:09:44.825884
2B,Jake Stephens,Jake,Stephens,Ames Murderers,5' 7',150 lbs,R,R,49,Homestead Grays,HoGr,1932,1921-1945,NeL,NA,73031,Iron,Negro League Star 1  SS Jake Stephens  HoGr  1932,0,N,-1,81,83,35,2,86,79,90,89,41,5,91,84,81,79,33,2,84,78,103,100,Normal,Spray,Pull,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NEU,90-92,3/4,Normal,1,8,NA,NA,NA,81,69,83,70,57,62,68,NA,NA,NA,86,81,73,NA,NA,61,128,NA,NA,86,81,73,NA,NA,61,78,65,86,65,3,3,12,10,3,3,0,0,0,2,1,0,0,0,2,0,0,1,0,1,0.6,0.23,0,-0.9,-0,2.92,0,0,-0.9,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,16,10,6,0,4,0,5.54,0.3,1.002,0,0,26,0,0,9,8,1,1,1,1,1,1,1,0,0,0,2026-01-01 17:09:44.825884
SP,Marlin Stuart,Marlin,Stuart,Melbourne Stars,6' 2',185 lbs,L,R,49,Detroit Tigers,DET,1951,1946-1960,Snap,NA,70765,Iron,Tim Wakefield Mission - Snapshot  SP Marlin Stuart  DET  1951,0,N,-1,3,1,4,2,2,1,1,3,3,1,3,1,2,4,5,3,2,2,25,52,Normal,Pull,Spray,59,76,44,73,78,53,71,40,73,71,64,85,48,73,91,57,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,104,3,NEU,88-90,3/4,Normal,60,111,NA,NA,NA,25,20,23,23,1,2,9,52,NA,NA,NA,NA,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,16,5,6,26,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,0,0,0,-0,0,0,0,1,1,0,0,0,0,0,7.1,34,31,6,0,2,0,3,3,3,0,8,0,0,0,0,0,0,0,0,0,0,1.32,131,6,8,1,0,-0.1,0.3,0.2,3.55,1,1,1,1,1,0,0,0,0,1.23,-0.1,1.067,1,0,7.1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2026-01-01 17:09:44.825884
SP,Marlin Stuart,Marlin,Stuart,Steve's Babysitting Club,6' 2',185 lbs,L,R,49,Detroit Tigers,DET,1951,1946-1960,Snap,NA,70765,Iron,Tim Wakefield Mission - Snapshot  SP Marlin Stuart  DET  1951,0,N,-1,3,1,4,2,2,1,1,3,3,1,3,1,2,4,5,3,2,2,25,52,Normal,Pull,Spray,59,76,44,73,78,53,71,40,73,71,64,85,48,73,91,57,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,104,3,NEU,88-90,3/4,Normal,60,111,NA,NA,NA,25,20,23,23,1,2,9,52,NA,NA,NA,NA,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,16,5,6,26,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,0,0,0,-0,0,0,0,3,3,1,1,0,0,0,23.2,99,87,16,4,0,1,7,6,9,0,13,0,3,0,0,0,0,0,0,0,0,1.17,331,29,26,0,0,0.6,0.6,1,5.06,1,3,3,6,2,4,0,0,0,2.28,0.1,1.067,0,0,23.2,0,0,2,2,0,0,0,0,0,0,0,0,-0.1,0,2026-01-01 17:09:44.825884
SP,Marlin Stuart,Marlin,Stuart,Broadway Actors,6' 2',185 lbs,L,R,49,Detroit Tigers,DET,1951,1946-1960,Snap,NA,70765,Iron,Tim Wakefield Mission - Snapshot  SP Marlin Stuart  DET  1951,0,N,-1,3,1,4,2,2,1,1,3,3,1,3,1,2,4,5,3,2,2,25,52,Normal,Pull,Spray,59,76,44,73,78,53,71,40,73,71,64,85,48,73,91,57,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,104,3,NEU,88-90,3/4,Normal,60,111,NA,NA,NA,25,20,23,23,1,2,9,52,NA,NA,NA,NA,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,16,5,6,26,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,0,0,0,-0,0,0,0,1,0,0,0,0,0,0,0.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0.1,3,0,1,0,0,0,0,0,1.34,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-01-01 17:09:44.825884
SP,Marlin Stuart,Marlin,Stuart,El and Max Arse Dumpers,6' 2',185 lbs,L,R,49,Detroit Tigers,DET,1951,1946-1960,Snap,NA,70765,Iron,Tim Wakefield Mission - Snapshot  SP Marlin Stuart  DET  1951,0,N,-1,3,1,4,2,2,1,1,3,3,1,3,1,2,4,5,3,2,2,25,52,Normal,Pull,Spray,59,76,44,73,78,53,71,40,73,71,64,85,48,73,91,57,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,104,3,NEU,88-90,3/4,Normal,60,111,NA,NA,NA,25,20,23,23,1,2,9,52,NA,NA,NA,NA,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,16,5,6,26,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,0,0,0,-0,0,0,0,1,1,0,1,0,0,0,6,31,27,8,0,1,0,6,6,4,0,3,0,0,0,0,0,0,0,0,0,0,1.38,115,6,9,0,0,-0.2,0.1,-0.1,6.14,1,1,1,1,0,1,0,0,0,1.5,0.3,0,0,0,6,0,0,1,1,0,0,0,0,0,0,0,0,-0.1,0,2026-01-01 17:09:44.825884
SP,Marlin Stuart,Marlin,Stuart,Dollar Dragonflies,6' 2',185 lbs,L,R,49,Detroit Tigers,DET,1951,1946-1960,Snap,NA,70765,Iron,Tim Wakefield Mission - Snapshot  SP Marlin Stuart  DET  1951,0,Y,5,4,1,5,3,3,1,1,4,4,1,4,1,3,5,6,4,3,3,25,52,Normal,Pull,Spray,65,83,49,80,85,58,78,44,80,78,70,92,53,80,99,57,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,104,3,NEU,88-90,3/4,Normal,60,111,NA,NA,NA,25,20,23,23,1,2,9,57,NA,NA,NA,NA,NA,NA,NA,NA,57,NA,NA,NA,NA,NA,NA,NA,NA,16,5,6,26,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,0,0,0,-0,0,0,0,4,4,1,3,0,0,0,24,114,100,23,7,2,1,19,17,12,0,12,0,2,0,1,0,0,0,0,0,0,0.7,389,18,38,0,0,-0.5,0.4,-0.2,5.68,1,4,4,5,3,2,0,0,0,1.88,0,1.067,0,0,24,0,0,5,5,1,0,0,0,0,0,0,0,-0.1,0,2026-01-01 17:09:44.825884
SP,Marlin Stuart,Marlin,Stuart,Washington Bonnies,6' 2',185 lbs,L,R,49,Detroit Tigers,DET,1951,1946-1960,Snap,NA,70765,Iron,Tim Wakefield Mission - Snapshot  SP Marlin Stuart  DET  1951,0,N,-1,3,1,4,2,2,1,1,3,3,1,3,1,2,4,5,3,2,2,25,52,Normal,Pull,Spray,59,76,44,73,78,53,71,40,73,71,64,85,48,73,91,57,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,104,3,NEU,88-90,3/4,Normal,60,111,NA,NA,NA,25,20,23,23,1,2,9,52,NA,NA,NA,NA,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,16,5,6,26,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,0,0,0,-0,0,0,0,1,1,0,1,0,0,0,5.1,25,24,3,1,1,3,7,7,1,0,2,0,0,0,0,0,0,0,0,0,0,0.54,84,9,5,0,0,-0.3,-0.2,-0.2,5.26,1,1,1,1,0,1,0,0,0,1.69,0,0,0,0,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2026-01-01 17:09:44.825884
SP,Marlin Stuart,Marlin,Stuart,Kiss Army,6' 2',185 lbs,L,R,49,Detroit Tigers,DET,1951,1946-1960,Snap,NA,70765,Iron,Tim Wakefield Mission - Snapshot  SP Marlin Stuart  DET  1951,0,N,-1,3,1,4,2,2,1,1,3,3,1,3,1,2,4,5,3,2,2,25,52,Normal,Pull,Spray,59,76,44,73,78,53,71,40,73,71,64,85,48,73,91,57,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,104,3,NEU,88-90,3/4,Normal,60,111,NA,NA,NA,25,20,23,23,1,2,9,52,NA,NA,NA,NA,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,16,5,6,26,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,0,0,0,-0,0,0,0,1,1,1,0,0,0,0,6.1,32,30,7,1,0,1,4,3,2,0,3,0,0,0,0,0,0,0,0,0,0,1.19,113,6,10,0,0,-0.1,0,0,5.38,1,1,1,0,0,0,0,0,0,0,0,0,0,0,6.1,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,2026-01-01 17:09:44.825884
SP,Marlin Stuart,Marlin,Stuart,Surfer Boy Pizza,6' 2',185 lbs,L,R,49,Detroit Tigers,DET,1951,1946-1960,Snap,NA,70765,Iron,Tim Wakefield Mission - Snapshot  SP Marlin Stuart  DET  1951,0,N,-1,3,1,4,2,2,1,1,3,3,1,3,1,2,4,5,3,2,2,25,52,Normal,Pull,Spray,59,76,44,73,78,53,71,40,73,71,64,85,48,73,91,57,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,104,3,NEU,88-90,3/4,Normal,60,111,NA,NA,NA,25,20,23,23,1,2,9,52,NA,NA,NA,NA,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,16,5,6,26,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,0,0,0,-0,0,0,0,1,1,1,0,0,0,0,9,33,32,0,3,0,2,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0.83,121,14,13,0,0,0,-0,0.3,6.44,1,1,1,1,0,1,0,0,0,1,0,1.067,0,0,9,0,0,1,1,0,0,0,0,0,0,0,0,0.1,0,2026-01-01 17:09:44.825884
